,ammsst,ea,epo,nao,nina1,nina3,nina34,nina4,noi,pacwarm,pna,qbo,soi,solar,tna,tni,tsa,whwp,wp,year,idx_in_year
1951_11,-0.5361614580589182,0.4079112669189652,0.6048922192822773,-0.42125983105091025,-0.3081114999766373,0.059068095752958856,0.32676522081375264,0.3568394511382709,-0.48086718697777864,-1.0189284818485105,0.28341153536176694,-0.026722970884885157,-1.0087277759041784,-0.3180267372228382,-0.3883104820960286,0.6786836195821954,-0.4870796482697991,0.2227710630625296,0.5519476803997516,1951,1
1952_1,-1.2135959911293632,-0.9518668009399435,1.5068241691714854,0.5846285973204295,0.5621114753122243,-0.027506811750367517,-0.2840794942515722,-0.1781732516581397,-0.5812630403981756,-0.8840615925962084,-3.0328470246789325,-0.28860955517844483,-1.1390773269754966,-0.5037068793295819,-1.4279503957302313,0.4426239115551406,-0.11800022914757316,-0.33391119195394575,1.290302580579184,1952,1
1952_2,-0.6357841835104543,-1.294004508336701,-0.9851115274296256,-1.1824726957643563,1.2772452074802987,0.421108618039599,-0.21035685622645,-0.5252085183368977,0.7141673263166239,-0.8656706531527126,0.15661341394844613,-0.3642656795299176,-0.8132034492972011,-0.6935132468164755,-0.7166178232436715,0.10674883315862121,-0.3025399387086861,-0.4250919061376787,0.7889504878647546,1952,2
1952_3,0.3046543447520458,0.12718289161906146,-1.9521313499912505,-1.71713411264642,1.303093414667096,0.9562989553328919,0.242510777356468,-0.6119673350065847,0.5644731506073583,-1.1262089619355693,-0.5944216128843005,-0.30440588883424685,0.42511728588032194,-0.8523729239522452,-0.3609515370003916,0.05210538222643258,-0.4870796482697991,-0.44908683092287166,0.04148009509051431,1952,3
1952_4,0.38833743413133603,0.0920918447065735,-2.240377643254812,0.9289867980241314,0.5965757515612888,1.1294487703395446,0.9060145195825976,0.0965630011292049,-0.6561101282528085,-1.1292741185094852,0.9466632473699069,-0.19549432520740137,-0.42215479608324646,-0.738901725998124,-0.19679786642657016,0.047733906151857484,-0.4870796482697991,-0.13235382375832536,0.24202093217628612,1952,4
1952_5,0.7708886998652343,0.19736498544403738,0.08418923790294063,-0.8290524371473993,0.18300443657252252,0.6336106637295826,0.8954827141504351,0.38575905669483834,0.13086381952643225,-1.2702713209096195,-0.6919586293560859,-0.11900681487404426,0.6206416124872992,-0.8028582193904468,0.04943263943416211,-0.09288190758030786,-0.7770706204372624,-0.18514265828574974,0.8345279508387937,1952,5
1952_6,1.2411079639964844,-0.36409176515577,-0.20405705536062071,-0.022529282867676404,-0.4847409157530895,-0.10621127311702938,0.25304258278862674,0.12548260668576722,-0.05625390011014991,-1.6901977715361063,0.5955299880714799,-0.2220986766276995,0.6206416124872992,-0.7223968244775245,0.4598168158687159,-0.20289738879044764,-0.09163741349598556,0.10759542409360363,0.9712603397609108,1952,6
1952_7,0.8784812433528932,-1.1185492737742613,1.237174410957186,0.013718948785344855,-1.0017050594890466,-0.7988105331436431,-0.431524770301824,-0.40953009611064334,-0.2552463981082844,-1.840390443657988,-1.452747357836011,-0.3551204337291901,0.35994251034466285,-0.6398723168745273,0.1588684198167098,-0.19124011925824738,-0.4607168326182116,-0.37710205656729295,-0.942993105148729,1952,7
1952_8,0.7509641547749272,-0.8465936602024795,1.283665748580341,-0.3759495414846336,-1.363579960104217,-1.0978874863369532,-0.673756295241523,-0.5830477294500224,0.3104248620238448,-2.0794726564234334,0.8296188276037646,-0.40084666273282754,-0.09628091840495094,-0.5470322458211554,0.13150947472107286,-0.1919686986040099,-0.3025399387086861,0.8610360623486607,-1.316728301535849,1952,8
1952_9,0.8306623351361561,-1.4870052663553848,0.3538389961172399,-0.2762669044388252,-1.5875977557231316,-1.2395555167969423,-0.6105654626485595,-0.01911542109704436,0.07328913656133003,-1.5093535336750643,0.468731866658159,-0.199651255116823,-0.42215479608324646,-0.7904795432499973,0.7060473217294481,-0.19269727794977243,-0.3816283856634488,0.8706340322627378,-1.7816184238710473,1952,9
1952_10,0.766903790847173,-0.381637288612014,1.0512090604645659,-0.18564632530627206,-1.1567943026098337,-1.1608510554302833,-0.7158835169701653,-0.49628891278033543,0.16252989515723845,-1.3469002352575183,1.1027224737247634,0.03064266186513267,0.22959295927334458,-0.7636590782790231,0.40509892567744205,-0.006909544780331143,-0.4870796482697991,0.5299061003129987,1.2538406101999526,1952,0
1952_11,0.8346472441542174,-1.372959363889799,-0.5480929537719681,-1.1281003482848246,-0.9586247141777178,-1.3890939933935988,-1.0739649016636326,-0.3516908849975187,0.3626019184609686,-1.6840674583882744,0.8296188276037646,0.2343322274267902,-0.16145569394061005,-0.7512804021385735,0.4598168158687159,-0.09215332823454535,-0.2761771230570986,0.20357512323437527,0.5428321878049438,1952,1
1953_1,1.1972739647978086,0.7237306891313569,0.2515580533462988,-0.04065339869418702,0.4630266810961655,-0.09047038084369757,-0.21035685622645,-0.6264271377848685,0.565192834144422,-1.23961975517046,0.2541504304202314,0.0323054338289013,0.1644181837376855,-0.7554066275187235,0.9522778275901803,0.30055093913145015,-0.6716193578309121,-0.3819010415243315,-1.1435339422345008,1953,1
1953_2,1.0538172401475967,-0.23250033923394015,-1.375638763464128,-0.8381144950606546,1.3849460707586232,0.6257402175929153,0.06347008500973254,-0.6119673350065847,2.6781836989636725,-0.9300389412049478,1.092968772077585,0.05392146935789351,-0.6828538982258829,-0.9699703472865162,0.8154831021119957,0.4295094833314153,-0.9352475143467878,-0.35790611673913864,1.2447251176051448,1953,2
1953_3,0.46405070547450344,1.504506482934214,-2.1009036303853468,-0.33970130983161234,1.7942093512162558,1.3262099237561964,0.6637829946428987,-0.5396683211151764,0.8721378627021231,-0.7338689204743262,-0.3505790717048373,0.17530382271300374,-0.3569800205475874,-1.0194850518483145,-0.41566942719166544,0.5570108688398554,-0.249814307405511,-0.026776154703476617,0.5154857100205203,1953,3
1953_4,0.7828434269194188,-1.4694597428991407,-0.03668823991726251,-1.7080720547331647,1.6994325915313309,1.4836188464895175,1.1587778499544552,0.12548260668576722,-0.4042208902804863,-0.9239086280571159,0.8393725292509431,0.3848130901478514,0.03406863266636726,-0.8007951067003719,0.18622736491234665,0.7209412216364213,-1.040698776953138,0.45792132595742,-1.708694483112585,1953,4
1953_5,0.8705114253167704,0.06577355952220752,-0.5573912212965991,-0.4393839468774209,1.0230711701434532,1.2081532317062065,1.4115411803263167,0.747254126151875,-0.28871168258175006,-1.150730214526897,1.19050578854937,0.5003757416297715,-1.9863494089390648,-0.9761596853567409,-0.005285250757111729,0.6320545414533945,-0.6452565421793246,-0.2571274326413284,-0.4781029828135307,1953,5
1953_6,0.5158545227093021,-0.6360473787275517,3.6361274323119868,1.345841462033876,0.16146426391685734,0.8225013710095672,1.2430322934117437,1.0798295900523442,0.5436023280325086,-1.2947925735009471,-1.4820084627775467,0.43137070513337317,-0.03110614286929183,-0.9658441219063663,0.04943263943416211,0.707826793412696,-0.5398052795729742,-0.06996701931682382,-0.5327959383823775,1953,6
1953_7,0.5158545227093021,-0.6360473787275517,0.9489281176936246,0.4577597865348552,-0.47181681215969007,-0.07472948857036575,0.5163377185926468,0.6315757039256207,0.004919200540271169,-1.2672061643357035,0.34193374524483816,0.2850467723217335,-0.16145569394061005,-1.0318637279887641,0.18622736491234665,0.6182115338839067,-0.4607168326182116,-0.18034367332871115,-1.0159170459071916,1953,7
1953_8,0.5437488858357322,-1.250140699696091,-0.47370681357492,-0.8743627267136759,-0.807843505588063,-0.6099198258636587,0.0002792524167690688,0.24116102891202165,0.00923730176265384,-1.310118356370527,-1.0430918886545126,0.17613520869488802,-1.464951204653792,-0.914266304654493,0.35038103548616817,0.463024133236491,-0.434354016966624,0.44832335604334284,0.9347983693816795,1953,8
1953_9,0.5437488858357322,0.49563888420018504,0.1399788430507267,-0.10408780408697423,-0.8595399199616591,-0.5076040260869976,0.074001890441895,-0.14925364610157735,-0.3214572835181519,-1.7392402767187614,-0.05796802228948151,0.1703155068216978,-1.5301259801894511,-0.9390236569353922,0.24094525510362053,0.40765210295853993,-0.1707258604507483,0.32354974716033974,-0.797145223631804,1953,9
1953_10,0.07751453072254365,-0.013181296030890388,-0.455110278525658,1.8351925893496628,-0.9543166796465841,-0.5784380413169922,-0.07344338560835685,0.37129925391655466,0.5389243850415941,-1.3039880432226951,2.292674074680544,0.24430885920940196,-0.09628091840495094,-0.9885383614971905,0.13150947472107286,0.41348073772464,-0.19708867610233585,-0.0747660042738624,0.31494487293474854,1953,0
1953_11,0.21300143733663263,0.12718289161906146,-1.9707278850405126,0.9380488559373867,-0.6656783660606738,-0.5390858106336641,-0.06291158017619815,0.27008063446858394,-0.36859655519582935,-1.1875120934138885,1.6099149593780469,0.22768113957171565,-0.48732957161890555,-0.9988539249475652,0.13150947472107286,0.009847780172206715,-0.7507078047856748,0.2803588825469925,-0.4142945346498761,1953,1
1954_1,0.324578889842353,0.44300231383145316,0.5862956842330153,-0.0044051670411657745,-0.17025439498038186,-0.26362019585035035,0.042406474145411384,-0.06249482943189041,0.11826935762781612,-0.7185431376047463,-1.9794472467836515,-0.14311700834868943,0.5554668369516402,-1.0545579675795882,-0.03264419585274863,-0.15699689000740924,-1.409778196075364,-0.3627051016961772,-0.25021566794333555,1954,1
1954_2,0.26480525457143134,0.013136989153475585,-1.5987971840552724,0.43057361279508927,0.7861292709311389,0.3424041566729371,0.09506550130621616,-0.337231082219235,0.3345342605154813,-0.4641351419697216,-0.3895938782935514,-0.29526064303351934,-0.48732957161890555,-1.0442424041292135,-0.6345409879567607,-0.5905016007361057,-1.5943179056364771,-0.4394888610087945,-0.6239508643304557,1954,2
1954_3,-0.1297007382166513,0.4079112669189652,1.4324380289744372,-1.0827900587185482,0.9110622723339965,0.5706470946362526,-0.04184796931187699,-0.6264271377848685,-0.5305253510351793,-0.7124128244569143,-1.3259492364226901,-0.3867131010407942,0.09924340820202639,-0.9885383614971905,-1.0175662192956776,-0.9824772887563387,-1.647043536939652,-0.6698401389466463,0.5884096507789829,1954,3
1954_4,-0.23729328170431016,-0.2675913861464281,0.10278577295220266,1.2552208829013227,-0.26072312013417476,-0.17704528834702396,-0.3156749105480558,-0.6987261516762717,0.21218805921463907,-0.979081446387603,-2.710974870322041,-0.4723458571748787,0.5554668369516402,-1.0545579675795882,-1.564745121208416,-0.9198194650207624,-1.3306897491206013,-1.015367055853424,-0.49633396800314633,1954,4
1954_5,0.6075074301247153,-1.8817795441208742,0.21436498324777478,0.0409051225251108,-0.7001426423097384,-0.16917484221035664,0.18985175019566325,-0.27939187110611036,-0.48374592112603376,-1.4419200890489132,0.7125744078376223,-0.6693843348814619,0.35994251034466285,-1.0689997564101128,-0.16943892133093322,-1.019634835390227,-1.8843088778039403,-0.9193873567126525,1.2538406101999526,1954,5
1954_6,0.4162317972577661,0.49563888420018504,-1.4965162412843311,0.12246364374440862,-1.0318613012069777,-0.6256607181369904,-0.14716602363348277,-0.337231082219235,0.11754967409075236,-1.2855971037791993,0.16636711559562464,-0.7807900564539603,-0.03110614286929183,-1.0834415452406374,-0.19679786642657016,-0.9912202409054889,-1.77885761519759,-1.120944724908273,-1.4990381534320052,1954,6
1954_7,0.09345416679478942,-1.329095555249189,-1.6359902541537963,-0.4484460047906761,-1.690990584470324,-1.1687215015669479,-0.8738605984525796,-0.8577839822373722,0.08336470608022294,-1.316248669518359,-0.05796802228948151,-0.8373243032220937,0.2947677348090037,-1.0751890944803375,-0.8260536036262192,-0.654616583163207,-2.0161229560618783,-1.1353416797793885,-0.32313960870179803,1954,7
1954_8,-0.40465946046289064,0.2412287940846473,0.8001558372995284,-2.2608575874417385,-1.6134459629099303,-1.7904867463635699,-1.590023367839514,-1.118060432246438,0.6216879918039285,-1.046514891013754,-0.02870691734794591,-0.9312709191750214,1.0116902657012539,-1.0298006152986892,-0.6618999330523977,-0.39524233607175163,-1.3043269334690137,-0.6794381088607235,1.709615239940343,1954,8
1954_9,-0.5600709121672869,-0.9255485157555775,0.3166459260187159,-0.18564632530627206,-1.7383789643127863,-2.0974341456935446,-1.9165093362364976,-1.3204976711423795,0.3852719498784776,-1.555330882283804,0.039568994182303786,-0.7899353022546877,0.03406863266636726,-1.0256743899185392,-0.9354893840087669,-0.12202508141080848,-0.9352475143467878,-0.6362472442473762,0.8436434434336014,1954,9
1954_10,-0.7354069089619903,0.2850926027252573,-0.46440854605028903,1.119290014202493,-1.755611102437318,-1.9793774536435544,-1.8006594764827293,-1.6241535294862863,-0.03574291930383226,-1.6871326149621904,1.044200263841692,-0.5837515787473772,0.09924340820202639,-0.9617178965262164,-1.181719889869499,-0.017838234966768878,-0.6452565421793246,-2.138329535800452,-1.973043768362011,1954,0
1954_11,-0.6995427277994374,-0.4605921441651119,-0.4179172084271339,0.33089097574928084,-1.230030889639095,-1.7275231772702397,-1.442578091789262,-1.2481986572509711,-0.15521038645641932,-1.9384754540232991,1.4245946280816546,-0.5538216833995417,-0.03110614286929183,-0.974096572666666,-0.7713357134349454,0.18252108511792275,-0.5925309108761494,-1.2361203638771987,-0.8153762088214196,1954,1
1955_1,0.189091983228264,-0.7062294725525277,-1.1989716804961388,-2.333354050747781,0.2863972653197133,-0.814551425416975,-1.4004508700606197,-1.4361760933686287,0.7688632751334709,-0.8748661228744605,-0.05796802228948151,-0.20713372895378185,-0.748028673761542,-0.7327123879278992,-0.06000314094838557,0.5504536547279928,-1.3834153804237763,-0.3819010415243315,0.3514068433139798,1955,1
1955_2,0.5835979760163467,-1.4957780280835067,-1.5616041139567483,-1.481520606901782,0.8249015817113357,-0.10621127311702938,-1.1898147614174044,-1.8699701767170738,2.627446009600676,-1.1967075631356363,-2.4768860307897564,0.13456590960067222,1.8589623476648223,-0.7801639797996226,-0.11472103113965937,0.6764978815449079,-1.8579460621523527,-0.4442878459658331,-0.6148353717356478,1955,2
1955_3,0.34848834395072165,0.20613774717215938,-0.09247784506504858,-0.8018662634076333,0.8895220996783313,0.36601549508293624,-0.7580107386988113,-1.8988897822736361,1.5921812415344325,-1.4756368113619889,-2.330580506082079,0.3906327920210417,0.5554668369516402,-0.9287080934850176,-0.41566942719166544,0.7712131964940347,-1.4625038273785391,-0.7178299885170321,0.4516772618568657,1955,3
1955_4,0.7150999736123742,-0.02195405775901238,-1.226866483070032,-0.4756321785304421,0.5362632681254269,0.3424041566729371,-0.3578021322766981,-1.2048192489161251,0.5248905560688504,-2.012039211797282,-0.15550503876126676,0.6425427445319896,-0.2918052450119283,-0.8771302762331443,-0.3335925919047547,0.5810539872500184,-1.647043536939652,-1.3608939727602019,1.0624152657089887,1955,4
1955_5,0.5796130669982853,0.7939127829563328,-1.4686214387104382,-0.16752220947976143,-0.3425757762257004,-0.3187133188070131,-0.2946112996837346,-0.8433241794590884,1.3280573834320262,-2.49939910704992,-0.33107166841048025,0.8237848885827704,0.9465154901655947,-0.7636590782790231,-0.6345409879567607,0.6109257404262816,-1.172512855211076,-1.1449396496934658,-0.25021566794333555,1955,5
1955_6,0.7908132449555416,1.2413236310905542,-2.6123083442400525,-0.6568733367955484,-0.7992274365257971,-0.7122356256403168,-0.4104611594375029,-0.5685879266717386,0.6116124222850357,-2.373727687519365,0.18587451888998172,0.8362556783110353,1.2723893678438902,-0.6398723168745273,-0.3335925919047547,0.5526393927652803,-1.4361410117269515,-1.2073264541349673,0.624871621158214,1955,6
1955_7,1.0139681499669824,0.46932059901581913,-1.357042228414866,1.6811376048243225,-1.0921737846428397,-1.1293692708836196,-0.8317333767239373,-0.5252085183368977,0.41801755081487946,-1.7239144938491815,-1.208904816656548,0.7747331156515957,1.5330884699865268,-0.6708190072256512,0.02207369433852517,0.35300865202635123,-0.987973145649963,-1.2409193488342374,1.5546518658286104,1955,7
1955_8,1.1534399655991328,1.2500963928186761,0.5955939517576463,1.2008485354217908,-1.5488254449429348,-1.711782284996908,-1.5057689243822256,-1.2481986572509711,0.6519147003606072,-1.3285092958140228,-0.45786978982380117,0.8753308194595981,1.4027389189152084,-0.6006731757631036,0.1588684198167098,0.42732374529412775,-1.4888666430301267,-0.7466238982592636,-1.0979564792604617,1955,8
1955_9,1.1056210573823955,-1.0746854651336513,-0.1110743801143106,0.48494596027462117,-1.6349861355655941,-2.058081915010216,-1.7480004493219246,-1.4361760933686287,0.6504753332864797,-0.9606905069441072,-0.13599763546690974,0.9551438737204926,1.2723893678438902,-0.5098962173998067,0.13150947472107286,0.5723110351008682,-1.3570525647721887,-0.6122523194621834,1.1626856842518747,1955,9
1955_10,1.3526854165022046,-0.35531900342764805,-0.9851115274296256,-0.9196730162799525,-1.6608343427523928,-2.5617904677568455,-2.6642675219199154,-2.3760632739569223,0.8357938440804024,-1.451115558770661,0.5760225847771229,1.0266430681625438,1.4679136944508677,-0.16535639815729333,0.2683042001992574,0.6196686925754317,-1.0143359613015506,-0.45868480083694885,1.0806462508986043,1955,0
1955_11,1.6316290477665059,0.5307299311126731,-0.31563626565619285,-1.282155332810165,-1.3894281672910156,-2.4594746679801847,-2.8327764088344884,-2.477281893404893,1.0236312472540483,-1.6932629281100222,-0.8285104524165853,0.9110804166806237,1.142039816772572,0.21013011143634397,0.9249188824945435,0.7172983249076088,-0.80343343608885,-0.002781229918283697,-1.0432635236916148,1955,1
1956_1,1.6834328650013042,-0.6623656639119176,-0.33423280070545486,-0.6206251051425271,0.08822767688759749,-0.971960348150296,-1.684809616728961,-1.9711887961650445,-0.8266751265369238,-1.4695064982141568,-2.2037823846687576,0.19276292833257438,1.2723893678438902,0.44119873272473614,0.7060473217294481,1.1158312270397044,-1.5943179056364771,-0.3819010415243315,-2.6293592351881734,1956,1
1956_2,1.3566703255202663,-0.7939570898337476,-1.8219556046464165,-1.481520606901782,0.7947453399934047,-0.10621127311702938,-1.2424737885782056,-2.0145682044998856,1.7591478221332286,-1.4173988364575854,-1.5697917776021533,0.008195240354256126,1.598263245522186,0.9776080321442181,0.35038103548616817,1.1355028693752922,-2.095211403016641,-0.4442878459658331,-1.5172691386216208,1956,2
1956_3,0.9342699696057535,0.2763198409971353,-1.0223045975281495,-0.34876336774486766,1.1523122060774427,0.6572220021395818,-0.5052474083269499,-1.7109123461559785,1.8062870938109061,-1.1170134922138213,-0.8675252590052993,0.10962433014414275,1.2723893678438902,0.8414425945992726,-0.41566942719166544,1.032044602277015,-1.77885761519759,-0.5930563796340291,0.08705755806455337,1956,3
1956_4,0.7429943367388043,-0.08336338985586632,0.2980493909694539,-1.109976232458314,0.5750355789056236,0.8539831555562336,-0.09450699647267802,-1.2626584600292496,0.14597717380477154,-1.374486644422762,-0.08722912723101708,0.10962433014414275,0.8161659390942765,0.950787567173244,-0.3062336468091178,1.0437018718092155,-2.200662665622991,-0.9865731461111925,0.6522180989426375,1956,4
1956_5,0.0018012593793762745,0.5219571693845511,-0.01809170486800049,1.9711234580484929,0.06668750423193227,0.5155539716795898,0.20038355562782195,-0.5830477294500224,0.39642704470296614,-1.852651069953652,-0.08722912723101708,-0.23540085233784858,1.3375641433795493,0.8992097499213707,-1.0996430545825882,1.0364160783515903,-1.4625038273785391,-1.0345629956815785,1.809885658483229,1956,5
1956_6,-0.6198445474382085,-1.302777270064823,-1.7847625345478924,0.4396356707083446,-0.37273201794363137,-0.05111815016036664,-0.13663421820132407,-0.3227712794409564,0.778579002883832,-1.7453705898665932,0.0005541875935896724,-0.6394544395336262,1.0116902657012539,0.7052771570543273,-1.5373861761127792,0.8469854484533365,-1.409778196075364,-1.4952655515572824,-0.751567760657765,1956,6
1956_7,-0.2492480087584945,0.9781407792468945,0.4747164739374431,-0.5843768734895058,-0.532129295595552,-0.8302923176903069,-0.7474789332666489,-0.7854849683459638,0.8897701093601856,-1.5124186902489802,-1.1698900100678338,-0.8073944078742581,1.0116902657012539,0.8868310737809211,-1.0996430545825882,0.8353281789211362,-0.9616103299983754,-1.1929294992638515,0.5154857100205203,1956,7
1956_8,-0.1615800103611428,-0.15354548368084225,1.8136669974843087,-1.6446376493403774,-1.0706336119871744,-1.396964439530266,-1.3267282320354938,-1.551854515594883,1.0581760570331096,-1.5767869783012156,-0.14575133711408828,-0.9844796220156177,1.142039816772572,1.5263960077041494,-0.853412548721856,0.8790429396668871,-0.7770706204372624,-1.0201660408104627,0.44256176926205787,1956,8
1956_9,-0.32894618911972334,2.276509515008949,0.9396298501689937,0.41244949696857863,-1.4368165471334782,-1.5386324699902552,-1.274069204874689,-1.5373947128165995,-0.059852317795468804,-1.708588710979602,0.48823926995251604,-0.9429103229214019,-0.09628091840495094,1.6728770086994695,-1.0449251643913144,0.8018135290160604,-0.7770706204372624,-1.2457183337912758,-0.35960157908102924,1956,9
1956_10,-0.04203273981929958,0.45177507555957513,-1.3012526232670798,1.4002138095134078,-1.3937362018221477,-1.5150211315802562,-1.253005594010368,-1.1036006294681544,1.0815657719876823,-1.374486644422762,-2.028215755019544,-0.9620322005047411,1.728612796593504,1.6873187975299941,-0.4703873173829392,0.5686681383720557,-1.4361410117269515,-0.8042117177437266,1.4908434176649557,1956,0
1956_11,0.09345416679478942,-1.337868316977311,-0.7340583042645882,0.43057361279508927,-1.0620175429249086,-1.6252073774935816,-1.4531098972214245,-0.7421055600111177,1.741875417243698,-1.1047528659181574,1.0539539654888708,-1.1332977127729102,-0.03110614286929183,2.69411779028656,-0.5251052075742131,0.2947223043653501,-1.409778196075364,-1.0921508151660413,-1.1982268978033477,1956,1
1957_1,-0.4724029137699352,0.5921392632095269,1.348753621252758,0.7114974081060039,-0.06686156623319105,-0.7043651795036495,-0.9475832364777055,-1.0023820100201837,0.2924327735972503,-0.7921068953787295,-2.0477231583139015,-0.8082257938561426,0.49029206141598103,2.2980001537921733,-1.209078834965136,0.38579472258566444,-1.2516013021658385,-0.3819010415243315,-0.4416410124342995,1957,1
1957_2,-0.9545769049553696,-1.5308690749959948,-0.8828305846586845,-0.2218945569592933,1.3418657254472943,0.28731103371627437,-0.4209929648696653,-0.9879222072419052,-1.4272510382166461,-0.9453647240745277,-1.7648658105457238,-0.7117850199575618,-0.22663046947626916,1.3799150067088295,-1.8109756270691482,0.509653211365292,-0.5661680952245618,-0.4250919061376787,-1.799849409060663,1957,2
1957_3,-0.6756332736910687,0.3815929817345992,-0.49230334862418207,-1.4996447227282925,1.815749523871921,1.2868576930728655,0.5479331348891304,-0.7710251655676801,-0.1598883294473339,-0.8135629913961412,0.8393725292509431,-0.278632923395833,0.03406863266636726,1.6089205153071466,-0.7713357134349454,0.7945277355584353,-0.4607168326182116,-0.2427304777702127,-1.3076128089410413,1957,3
1957_4,-0.986456177099861,-0.43427385898074594,0.27015458839556084,0.42151155488183395,1.5529594174728096,1.5938050924028428,1.3588821531655118,0.24116102891202165,-0.37435402349233954,-0.6296535969611835,-0.3213179667633017,0.10962433014414275,0.09924340820202639,1.6543089944887952,-1.2911556702520466,1.347519458992184,-0.3552655700118612,-0.20913758307094263,0.46079275445167356,1957,4
1957_5,-0.6198445474382085,-1.258913461424213,0.8187523723487905,-0.5481286418364847,1.6218879699709374,1.5387119694461802,1.695899926994658,0.7617139289301537,-1.602134137723144,-0.3629849750304948,1.2880428050211554,0.42638238924206723,-0.8783782248328603,1.8296735731451643,-1.2637967251564097,1.5835791670192392,-0.9616103299983754,0.006816739995793472,0.40609979888282666,1957,5
1957_6,-0.23729328170431016,2.1361453273589976,1.6184033794670574,-0.3125151360918464,0.898138168740597,1.1609305548862083,1.4957956237836012,0.27008063446858394,-0.3408887390188739,-0.9606905069441072,0.31267264030330255,0.5436078126877558,0.03406863266636726,2.729190706017834,-0.55246415266985,1.5005211216023124,-0.5661680952245618,0.3475446719455327,-1.836311379439894,1957,6
